Zfp451	chr1	33761545	33814595
Bend6	chr1	33852052	33907816
Dst	chr1	33908225	34308661
Gm26788	chr1	34165856	34178446
Gm37233	chr1	34427002	34433264
Ccdc115	chr1	34436670	34439672
Gm28306	chr1	34439511	34444730
Imp4	chr1	34439851	34449356
Ptpn18	chr1	34459762	34475733
Gm28417	chr1	34468834	34473148
4930568A12Rik	chr1	34477167	34485933
Arhgef4	chr1	34678188	34813309
Gm38336	chr1	34809360	34811908
Fam168b	chr1	34813219	34843065
Plekhb2	chr1	34849976	34879580
1110002O04Rik	chr1	35879845	35881119
Hs6st1	chr1	36068400	36106446
Gm37335	chr1	36105384	36106446
Gm33280	chr1	36132042	36138746
Uggt1	chr1	36140027	36244720
Neurl3	chr1	36264597	36274679
Arid5a	chr1	36307733	36324029
4930403P22Rik	chr1	36332708	36333420
Kansl3	chr1	36335730	36369181
Fer1l5	chr1	36372291	36422110
Lman2l	chr1	36419871	36445271
Cnnm4	chr1	36471620	36508764
Cnnm3	chr1	36511867	36528237
Gm38033	chr1	36527534	36528237
Ankrd23	chr1	36530188	36536883
Ankrd39	chr1	36537507	36547445
Sema4c	chr1	36548639	36558349
D430040D24Rik	chr1	36557701	36565613
Fam178b	chr1	36562692	36683183
Cox5b	chr1	36691449	36693681
Actr1b	chr1	36698114	36714422
4933424G06Rik	chr1	36710149	36757953
Zap70	chr1	36761798	36782818
Tmem131	chr1	36792191	36943666
Gm38115	chr1	36913601	36916539
Vwa3b	chr1	37026596	37187613
Inpp4a	chr1	37299865	37410736
Coa5	chr1	37417084	37430103
Unc50	chr1	37430139	37439124
Mgat4a	chr1	37439340	37541016
2010300C02Rik	chr1	37611677	37720085
Tsga10	chr1	37754776	37866429
Lipt1	chr1	37871738	37876228
Mitd1	chr1	37874801	37890411
Mrpl30	chr1	37890477	37898535
Txndc9	chr1	37985189	37997893
Eif5b	chr1	37998010	38055579
Rev1	chr1	38052786	38129801
Gm37062	chr1	38076295	38077305
Aff3	chr1	38177326	38664955
Gm16150	chr1	38235420	38246666
Gm16152	chr1	38384949	38393974
Chst10	chr1	38863867	38898161
Pdcl3	chr1	38985608	38997238
Npas2	chr1	39193731	39363236
Rpl31	chr1	39367842	39371911
Tbc1d8	chr1	39371492	39478755
Cnot11	chr1	39534992	39546889
Gm15832	chr1	39547570	39552002
Rnf149	chr1	39551296	39577405
Creg2	chr1	39618406	39651474
D930019O06Rik	chr1	39650176	39657390
Rfx8	chr1	39665301	39720997
1700066B17Rik	chr1	39839175	39847334
Map4k4	chr1	39900913	40026310
Il1r2	chr1	40074079	40125231
Gm16894	chr1	40076228	40085851
Il1r1	chr1	40225080	40317257
Il1rl2	chr1	40324610	40367562
Il1rl1	chr1	40429570	40465415
Il18r1	chr1	40465552	40500854
Il18rap	chr1	40515362	40551705
Slc9a4	chr1	40580081	40630725
Slc9a2	chr1	40680574	40769273
Mfsd9	chr1	40772038	40790687
Mrps9	chr1	42851233	42905683
Gpr45	chr1	42952872	43035456
Tgfbrap1	chr1	43047200	43098637
8430432A02Rik	chr1	43092588	43093835
AI597479	chr1	43098710	43115947
Fhl2	chr1	43123074	43196984
Nck2	chr1	43444579	43570515
Ecrg4	chr1	43730602	43742578
Gm29155	chr1	43741961	43743895
Gm29156	chr1	43745784	43746282
Uxs1	chr1	43746966	43827800
Tpp2	chr1	43933647	44003000
Mettl21c	chr1	44009408	44020034
Gm8251	chr1	44055872	44079746
Tex30	chr1	44086613	44102441
Poglut2	chr1	44106546	44118808
Bivm	chr1	44118957	44144770
Ercc5	chr1	44147744	44181260
Gulp1	chr1	44551511	44796838
Col3a1	chr1	45311538	45349706
Col5a2	chr1	45374321	45503282
Wdr75	chr1	45795166	45823619
Gm5269	chr1	45889525	45890273
Slc40a1	chr1	45908068	45926523
Dnah7b	chr1	46066315	46373550
Slc39a10	chr1	46807544	46892852
Gm28151	chr1	46849529	46850479
Gm28826	chr1	47153461	47189071
4933411E06Rik	chr1	50107470	50108962
Tmeff2	chr1	50900647	51187270
Gm28320	chr1	51148309	51150581
Gm29325	chr1	51195221	51197748
Cavin2	chr1	51289126	51302960
1700072G22Rik	chr1	51457932	51458931
Nabp1	chr1	51465862	51478425
Gm17767	chr1	51507086	51596718
Myo1b	chr1	51749765	51916071
Gm29453	chr1	51847840	51849118
Gm28323	chr1	51877110	51879608
Stat4	chr1	51987148	52107189
Gm31812	chr1	52108121	52113751
Stat1	chr1	52119440	52161865
Gls	chr1	52163448	52233232
Nab1	chr1	52457294	52500679
Gm553	chr1	52522902	52582679
Nemp2	chr1	52630703	52651919
Mfsd6	chr1	52656286	52727462
Gm29670	chr1	52702272	52704762
Inpp1	chr1	52785427	52817688
Hibch	chr1	52844929	52920986
1700019D03Rik	chr1	52922324	53020179
Pms1	chr1	53189187	53297018
Gm28777	chr1	53196113	53197695
Ormdl1	chr1	53297095	53310309
Osgepl1	chr1	53313624	53326343
Asnsd1	chr1	53344617	53352752
Dnah7a	chr1	53397006	53706784
Stk17b	chr1	53755506	53785224
Hecw2	chr1	53806876	54195168
Ccdc150	chr1	54250683	54368727
Gtf3c3	chr1	54396004	54438971
Pgap1	chr1	54472994	54557684
Ankrd44	chr1	54645340	54926387
4930444A19Rik	chr1	54681729	54767524
Sf3b1	chr1	54985169	55027481
Coq10b	chr1	55052770	55072702
Hspd1	chr1	55077835	55088243
Hspe1	chr1	55088132	55091307
Mob4	chr1	55131231	55154899
Rftn2	chr1	55170159	55226782
Gm10561	chr1	55226251	55235622
Mars2	chr1	55237177	55248470
Boll	chr1	55248658	55363469
Plcl1	chr1	55405921	55754285
Satb2	chr1	56793981	56978650
9130024F11Rik	chr1	56971412	57050084
4930558J18Rik	chr1	57359222	57377544
1700066M21Rik	chr1	57377620	57385423
Tyw5	chr1	57388237	57407101
Maip1	chr1	57406328	57417953
Spats2l	chr1	57774162	57948394
Kctd18	chr1	57955101	58018956
Sgo2a	chr1	57995971	58025899
Aox1	chr1	58029931	58106413
Aox3	chr1	58113130	58200698
Aox4	chr1	58210397	58268597
Aox2	chr1	58278326	58380259
Bzw1	chr1	58392898	58407353
Clk1	chr1	58410189	58424066
Ppil3	chr1	58430994	58445486
Nif3l1	chr1	58445151	58481816
Orc2	chr1	58462771	58505109
Gm15834	chr1	58505148	58523230
Fam126b	chr1	58522806	58586323
Ndufb3	chr1	58586384	58595964
Flacc1	chr1	58646903	58695989
Cflar	chr1	58711508	58758884
Casp8	chr1	58795374	58847503
Trak2	chr1	58900449	58973430
Stradb	chr1	58973522	58995715
Tmem237	chr1	59100590	59120408
G730003C15Rik	chr1	59119833	59122141
Mpp4	chr1	59120935	59163389
Als2	chr1	59162926	59237231
Cdk15	chr1	59256906	59352993
Fzd7	chr1	59482424	59486955
Gm973	chr1	59516264	59636417
Sumo1	chr1	59586558	59670834
Nop58	chr1	59684971	59719044
Bmpr2	chr1	59763400	59879014
Fam117b	chr1	59913006	59985346
Ica1l	chr1	59982490	60043184
Wdr12	chr1	60069785	60098645
Carf	chr1	60098247	60153953
Nbeal1	chr1	60180599	60338328
Cyp20a1	chr1	60343323	60388060
Abi2	chr1	60409619	60481158
Raph1	chr1	60482292	60567104
Cd28	chr1	60716800	60773359
Gm11579	chr1	60776665	60781834
Ctla4	chr1	60887000	60915832
Icos	chr1	60977927	61000320
Pard3b	chr1	61638824	62642284
Pard3bos1	chr1	61767415	61851540
Nrp2	chr1	62703285	62818695
Gm4208	chr1	62821355	62832370
Ino80d	chr1	62958418	63114667
Ino80dos	chr1	63113078	63158290
Gm20342	chr1	63117118	63126837
Ndufs1	chr1	63143596	63176833
Eef1b2	chr1	63176825	63180486
Gpr1	chr1	63182691	63214543
Zdbf2	chr1	63273265	63314576
Adam23	chr1	63445891	63596276
Gm39653	chr1	63615968	63620819
Fastkd2	chr1	63730614	63754655
Klf7	chr1	64029447	64122282
Gm28981	chr1	64185991	64303043
Creb1	chr1	64532645	64604548
Mettl21a	chr1	64606473	64617242
2810408I11Rik	chr1	64679871	64690659
Ccnyl1	chr1	64690455	64725644
Fzd5	chr1	64730558	64737751
Plekhm3	chr1	64785983	64956824
Akr1cl	chr1	65012689	65032759
Cryga	chr1	65100389	65103373
D630023F18Rik	chr1	65105285	65123214
Idh1	chr1	65158616	65186500
Pikfyve	chr1	65186683	65278695
Map2	chr1	66175273	66442583
Rpe	chr1	66700831	66719805
Kansl1l	chr1	66719248	66817562
Acadl	chr1	66830839	66863277
Myl1	chr1	66924295	66945404
Lancl1	chr1	67000517	67038872
Cps1	chr1	67123026	67231259
Erbb4	chr1	68032186	69108059
Gm29113	chr1	69490357	69493788
Gm29114	chr1	69513932	69547707
Ikzf2	chr1	69531214	69687245
Gm29112	chr1	69595036	69598522
Gm28112	chr1	69660187	69662061
Bard1	chr1	71027498	71103146
Atic	chr1	71557150	71579631
Fn1	chr1	71585520	71653200
Apol7d	chr1	71652837	71662843
Gm8883	chr1	71888112	71891204
4933417E11Rik	chr1	71958998	72005195
Gm4319	chr1	72107155	72122001
Mreg	chr1	72159442	72212307
Pecr	chr1	72259167	72284314
Xrcc5	chr1	72307427	72394952
Smarcal1	chr1	72583251	72633134
Rpl37a	chr1	72711290	72713813
Igfbp2	chr1	72824503	72852474
Igfbp5	chr1	72857932	72874884
6030407O03Rik	chr1	73618088	73864466
Tns1	chr1	73910231	74124449
Rufy4	chr1	74125541	74148223
Cxcr2	chr1	74153989	74161246
Cxcr1	chr1	74191785	74194631
Arpc2	chr1	74236084	74268209
Aamp	chr1	74279840	74284738
Pnkd	chr1	74284930	74353694
Tmbim1	chr1	74288247	74305622
Gm29358	chr1	74295603	74298867
Catip	chr1	74362108	74369321
Slc11a1	chr1	74375195	74386062
Ctdsp1	chr1	74391509	74397285
Vil1	chr1	74409376	74435559
Usp37	chr1	74435511	74544284
Cnot9	chr1	74506058	74530842
Plcd4	chr1	74542888	74567794
Zfp142	chr1	74565127	74588246
Bcs1l	chr1	74588289	74592443
Rnf25	chr1	74593748	74601397
Stk36	chr1	74601445	74636894
Ttll4	chr1	74661745	74703730
Cyp27a1	chr1	74713574	74737892
Prkag3	chr1	74738922	74749221
Wnt6	chr1	74771892	74785322
Gm29539	chr1	74774943	74777405
Wnt10a	chr1	74791516	74804179
Fev	chr1	74881509	74885419
Ihh	chr1	74945315	74951672
Nhej1	chr1	74967139	75125200
Slc23a3	chr1	75125541	75133890
Cnppd1	chr1	75134554	75142711
Retreg2	chr1	75142778	75147913
Zfand2b	chr1	75168646	75171629
Abcb6	chr1	75171717	75180392
Atg9a	chr1	75180860	75192196
Ankzf1	chr1	75192151	75199387
Glb1l	chr1	75198236	75210813
Stk16	chr1	75210838	75215606
Tuba4a	chr1	75214228	75219865
Dnajb2	chr1	75236406	75245692
Ptprn	chr1	75247027	75264502
Dnpep	chr1	75307896	75317990
Des	chr1	75360329	75368579
Speg	chr1	75375297	75432320
Gmppa	chr1	75435930	75443179
Chpf	chr1	75474569	75479307
Obsl1	chr1	75479310	75506452
Tmem198	chr1	75479532	75485705
Inha	chr1	75507077	75510366
Stk11ip	chr1	75521529	75537335
Slc4a3	chr1	75546266	75562172
Epha4	chr1	77367185	77515088
Sgpp2	chr1	78310345	78420289
Farsb	chr1	78417975	78488897
Mogat1	chr1	78510991	78538173
Acsl3	chr1	78657825	78707743
Utp14b	chr1	78658038	78671512
Ap1s3	chr1	79606876	79671972
Wdfy1	chr1	79702262	79776143
Mrpl44	chr1	79776018	79781445
Serpine2	chr1	79794197	79861180
Fam124b	chr1	80198706	80218473
Cul3	chr1	80264923	80340480
Gm29125	chr1	80382822	80386251
Dock10	chr1	80501073	80758527
Irs1	chr1	82233101	82291416
Rhbdd1	chr1	82316452	82445366
Gm28940	chr1	82392493	82402746
Col4a4	chr1	82448423	82586849
Col4a3	chr1	82586921	82722059
C430014B12Rik	chr1	82691928	82725169
Mff	chr1	82724890	82752394
Gm28941	chr1	82739691	82740707
Tm4sf20	chr1	82756649	82768461
Gm28942	chr1	82819835	82820377
Agfg1	chr1	82839483	82901182
A030005L19Rik	chr1	82913325	82914130
A030014E15Rik	chr1	82924917	82925712
Ccl20	chr1	83116766	83119167
Pid1	chr1	84036296	84364180
Dner	chr1	84369839	84696221
Trip12	chr1	84721189	84840516
Fbxo36	chr1	84839841	84900487
Slc16a14	chr1	84905898	84935134
C130026I21Rik	chr1	84992690	85270566
A530032D15Rik	chr1	85083069	85109853
Gm10553	chr1	85099512	85101074
A530040E14Rik	chr1	85105946	85114035
Gm16028	chr1	85246851	85255465
Gm16025	chr1	85326729	85342615
Gm16092	chr1	85511133	85527161
G530012D18Rik	chr1	85575676	85577295
Sp110	chr1	85576899	85598817
Gm16094	chr1	85599286	85599839
Sp140	chr1	85600378	85645037
Gm10552	chr1	85604085	85611896
Gm17017	chr1	85641222	85650585
Sp100	chr1	85649988	85709998
A630001G21Rik	chr1	85717083	85778643
Cab39	chr1	85793441	85851576
Itm2c	chr1	85894281	85908675
Gm28884	chr1	85933247	85937332
Gpr55	chr1	85938318	85961007
Gm28100	chr1	85972365	85986917
2810459M11Rik	chr1	86045863	86055456
Psmd1	chr1	86064387	86139151
Htr2b	chr1	86099026	86111970
Armc9	chr1	86154780	86278284
Gm16341	chr1	86275509	86301375
B3gnt7	chr1	86302832	86307305
Gm28626	chr1	86303195	86304059
Ncl	chr1	86344719	86359400
C130036L24Rik	chr1	86359574	86373791
Nmur1	chr1	86386303	86426228
Ptma	chr1	86526726	86530712
Pde6d	chr1	86542994	86582629
Cops7b	chr1	86582904	86609375
Nppc	chr1	86666291	86670571
Dis3l2	chr1	86703808	87050095
Gm29055	chr1	86774819	86776528
Chrng	chr1	87204657	87212694
Eif4e2	chr1	87213914	87240488
Efhd1	chr1	87264363	87310839
Gigyf2	chr1	87326998	87450796
Kcnj13	chr1	87386363	87394729
Snorc	chr1	87470271	87475482
Ngef	chr1	87476834	87573870
Neu2	chr1	87509889	87597845
Inpp5d	chr1	87620312	87720507
Atg16l1	chr1	87755870	87792428
Sag	chr1	87803680	87845158
Dgkd	chr1	87853287	87945180
Gm19582	chr1	87853347	87854299
Usp40	chr1	87945119	88008551
Gm20528	chr1	88055393	88218584
Ugt1a7c	chr1	88095062	88220002
Ugt1a6b	chr1	88103252	88219003
Ugt1a6a	chr1	88134809	88218997
Ugt1a5	chr1	88166012	88218997
Ugt1a2	chr1	88200601	88218997
Dnajb3	chr1	88204732	88205782
Ugt1a1	chr1	88211959	88218997
Mroh2a	chr1	88226986	88262289
Hjurp	chr1	88262471	88277633
Spp2	chr1	88406961	88426438
Glrp1	chr1	88499871	88510066
Gm29336	chr1	88656308	88658100
Arl4c	chr1	88673125	88702221
Sh3bp4	chr1	89070415	89155068
Agap1	chr1	89454806	89897617
Gm28499	chr1	89568765	89576602
4933400F21Rik	chr1	89650529	89683908
D130058E05Rik	chr1	89930234	89933290
Ackr3	chr1	90203980	90216751
Cops8	chr1	90602981	90613341
Col6a3	chr1	90765923	90843971
Mlph	chr1	90915085	90951142
Rab17	chr1	90958133	90969661
Lrrfip1	chr1	90998737	91128944
Rbm44	chr1	91145089	91170795
Ramp1	chr1	91179822	91225196
Ube2f	chr1	91250304	91290337
Scly	chr1	91298338	91321075
Klhl30	chr1	91351016	91362416
Erfe	chr1	91366430	91374217
Ilkap	chr1	91373861	91398815
1700020N18Rik	chr1	91404879	91406029
Hes6	chr1	91411483	91414038
Per2	chr1	91415982	91459324
Gm28382	chr1	91483024	91484774
Traf3ip1	chr1	91494647	91529307
Asb1	chr1	91540544	91559589
Twist2	chr1	91801461	91848028
Hdac4	chr1	91928779	92195699
Ndufa10	chr1	92439010	92473860
Olfr12	chr1	92617788	92623412
Cops9	chr1	92637145	92641985
Otos	chr1	92644218	92648841
Gpc1	chr1	92831645	92860779
Gm29480	chr1	92842177	92848771
Ankmy1	chr1	92859803	92902906
Dusp28	chr1	92906981	92908435
5033417F24Rik	chr1	92908378	92910764
Rnpepl1	chr1	92910783	92924384
9430060I03Rik	chr1	92933526	92950590
Capn10	chr1	92934376	92947941
Gpr35	chr1	92950865	92986391
Aqp12	chr1	93006334	93012269
Kif1a	chr1	93015464	93101951
Gm28086	chr1	93122931	93124103
Agxt	chr1	93135240	93145421
Mab21l4	chr1	93151349	93160948
Sned1	chr1	93235841	93301065
Mterf4	chr1	93299211	93305915
Gm28535	chr1	93305964	93317309
Pask	chr1	93308770	93343482
Ppp1r7	chr1	93342854	93373489
Ano7	chr1	93373930	93404303
Hdlbp	chr1	93405940	93478815
Farp2	chr1	93512079	93621976
Stk25	chr1	93619751	93658659
Gm28536	chr1	93635193	93636509
Bok	chr1	93685660	93695764
Thap4	chr1	93701935	93754864
Atg4b	chr1	93751500	93790610
Dtymk	chr1	93792576	93801934
Ing5	chr1	93803965	93822101
D2hgdh	chr1	93824909	93852348
Gal3st2	chr1	93861306	93876494
Pdcd1	chr1	94038305	94052553
Fam174a	chr1	95313623	95335284
St8sia4	chr1	95587682	95667571
Slco4c1	chr1	96816270	96872171
Panct2	chr1	96871126	96907796
Gm28901	chr1	97024516	97025565
D1Ertd622e	chr1	97606318	97662074
Ppip5k2	chr1	97706048	97770411
Gin1	chr1	97770172	97793709
Pam	chr1	97795114	98095646
B230216N24Rik	chr1	98031116	98057680
1810006J02Rik	chr1	98131456	98144655
Gm7967	chr1	98589517	98607384
Gm28187	chr1	101892958	101895091
Rnf152	chr1	105276914	105356710
Gm17634	chr1	105356007	105361737
Pign	chr1	105518422	105663677
Gm28404	chr1	105564126	105564578
Relch	chr1	105663861	105755191
Tnfrsf11a	chr1	105780718	105847981
Gm7160	chr1	105979350	105990282
Zcchc2	chr1	105990406	106034074
Gm20753	chr1	106152625	106171524
Phlpp1	chr1	106171752	106394250
A530053M12Rik	chr1	106400178	106401987
Bcl2	chr1	106538178	106714274
D630008O14Rik	chr1	106541943	106575045
Kdsr	chr1	106720459	106759727
Vps4b	chr1	106764071	106796728
Serpinb5	chr1	106861173	106883348
Serpinb12	chr1	106934449	106957080
Serpinb7	chr1	107399655	107452689
Serpinb2	chr1	107511423	107535478
Serpinb8	chr1	107590006	107610484
Cdh19	chr1	110888326	110977584
Dsel	chr1	111858702	111864918
Tsn	chr1	118294778	118311739
Nifk	chr1	118321839	118333822
Clasp1	chr1	118389058	118612678
2900060B14Rik	chr1	118458652	118459267
Tfcp2l1	chr1	118627945	118685168
Gli2	chr1	118834132	119053619
Gm29455	chr1	119329200	119385581
Inhbb	chr1	119415465	119422248
Ralb	chr1	119470305	119504794
Gm27184	chr1	119520090	119526359
Tmem185b	chr1	119526160	119528983
Epb41l5	chr1	119545037	119649000
Ptpn4	chr1	119652467	119837613
Tmem177	chr1	119907890	119913208
Sctr	chr1	120006894	120063536
Tmem37	chr1	120067377	120074074
Dbi	chr1	120113280	120121078
3110009E18Rik	chr1	120121187	120188189
Steap3	chr1	120190757	120272705
Marco	chr1	120474538	120505024
En1	chr1	120602418	120607992
Insig2	chr1	121304353	121332589
Ccdc93	chr1	121431049	121506460
Ddx18	chr1	121553835	121567989
Dpp10	chr1	123321471	124846039
Actr3	chr1	125392905	125435727
Gm28706	chr1	125444567	125447398
Slc35f5	chr1	125560595	125595820
Gpr39	chr1	125676995	125873862
Lypd1	chr1	125867622	125913101
Nckap5	chr1	125913620	126830799
Mgat5	chr1	127205015	127488336
Tmem163	chr1	127486546	127679548
Acmsd	chr1	127729413	127767978
2900009J06Rik	chr1	127753616	127774092
Ccnt2	chr1	127774164	127808061
Map3k19	chr1	127814791	127855031
Rab3gap1	chr1	127868773	127943868
Zranb3	chr1	127954184	128103047
Gm28800	chr1	127959516	127967452
R3hdm1	chr1	128103301	128237736
Ubxn4	chr1	128243964	128279378
Lct	chr1	128284756	128328318
Mcm6	chr1	128331590	128359664
Dars	chr1	128363707	128417368
Cxcr4	chr1	128588199	128592293
Gm26686	chr1	128770599	128774421
Thsd7b	chr1	129273302	130219278
Cd55b	chr1	130388537	130423009
Gm15675	chr1	130429781	130437191
Cd55	chr1	130439027	130462744
Gm16083	chr1	130462576	130557075
C4bp	chr1	130634773	130661632
Pfkfb2	chr1	130689182	130729253
Yod1	chr1	130717327	130724358
AA986860	chr1	130731976	130744622
Gm15848	chr1	130809977	130824084
Pigr	chr1	130826684	130852249
Fcmr	chr1	130865669	130880791
Il10	chr1	131019845	131024974
Mapkapk2	chr1	131053700	131097826
Dyrk3	chr1	131127455	131138340
Eif2d	chr1	131153181	131187658
Rassf5	chr1	131176410	131245258
Ikbke	chr1	131254343	131279606
Gm28913	chr1	131263330	131266749
Srgap2	chr1	131285251	131527352
Gm29488	chr1	131406812	131409213
Fam72a	chr1	131527903	131539872
Ctse	chr1	131638306	131675505
Rab7b	chr1	131688695	131715439
Slc26a9	chr1	131744022	131771504
Pm20d1	chr1	131797381	131821473
Slc41a1	chr1	131827493	131848865
Rab29	chr1	131867224	131872887
Nucks1	chr1	131910534	131936321
Slc45a3	chr1	131962967	131982969
Elk4	chr1	132007607	132032612
Mfsd4a	chr1	132022806	132068062
Cdk18	chr1	132112237	132139684
Klhdc8a	chr1	132298626	132307357
Nuak2	chr1	132316126	132333488
F730311O21Rik	chr1	132342023	132349626
Tmcc2	chr1	132356315	132391281
Dstyk	chr1	132417555	132466958
6030442K20Rik	chr1	132466433	132477064
Rbbp5	chr1	132477365	132505659
Tmem81	chr1	132506230	132508639
Cntn2	chr1	132509427	132543256
Nfasc	chr1	132564690	132741797
Lrrn2	chr1	132880273	132940005
Mdm4	chr1	132959484	133030561
Pik3c2b	chr1	133045667	133108687
Gm28609	chr1	133050128	133068405
Ppp1r15b	chr1	133131143	133139783
Plekha6	chr1	133164210	133303435
Gm19461	chr1	133250398	133269808
Ren1	chr1	133350510	133360325
Etnk2	chr1	133363572	133380336
Sox13	chr1	133382303	133424377
Snrpe	chr1	133603871	133610291
Zc3h11a	chr1	133619862	133661380
Gm38394	chr1	133619940	133661318
Lax1	chr1	133679091	133690108
Atp2b4	chr1	133699457	133801041
Prelp	chr1	133910304	133921414
Fmod	chr1	134037254	134048277
Btg2	chr1	134075170	134079120
Chit1	chr1	134111242	134151540
Chil1	chr1	134182176	134190181
Mybph	chr1	134193448	134201232
Adora1	chr1	134199223	134235431
Ppfia4	chr1	134296783	134332928
Tmem183a	chr1	134346097	134361979
Cyb5r1	chr1	134405559	134411740
Adipor1	chr1	134415378	134433351
Platr1	chr1	134435628	134439597
Klhl12	chr1	134455531	134491018
Rabif	chr1	134494648	134508774
Kdm5b	chr1	134560171	134635285
Ppp1r12b	chr1	134754658	134955942
Ube2t	chr1	134962565	134974162
Ptpn7	chr1	135132700	135145317
Arl8a	chr1	135146824	135156269
Gm15445	chr1	135152963	135153806
Elf3	chr1	135253575	135258568
Rnpep	chr1	135262712	135284084
Timm17a	chr1	135295213	135313778
Lmod1	chr1	135324807	135368065
Shisa4	chr1	135371057	135375237
Ipo9	chr1	135382312	135430499
Gm28277	chr1	135409622	135414186
Nav1	chr1	135434580	135688105
Csrp1	chr1	135720061	135752232
Phlda3	chr1	135766119	135769136
Tnni1	chr1	135779434	135810989
Lad1	chr1	135818598	135833342
Tnnt2	chr1	135836354	135852260
Pkp1	chr1	135871395	135919207
Tmem9	chr1	136008150	136035342
Cacna1s	chr1	136052750	136119822
Gm37759	chr1	136116577	136119822
Gm15850	chr1	136126178	136131183
Kif21b	chr1	136131389	136177998
Inava	chr1	136213531	136234264
A430034D21Rik	chr1	136247662	136250476
Gm37552	chr1	136252671	136255846
Gm26781	chr1	136259407	136274406
Camsap2	chr1	136268123	136346104
9230116N13Rik	chr1	136411916	136415519
Ddx59	chr1	136415271	136440158
Kif14	chr1	136466343	136531511
Gm33994	chr1	136576938	136579477
Platr23	chr1	136622098	136624650
Zfp281	chr1	136624901	136630053
Gm19705	chr1	136670769	136690804
Platr22	chr1	136696211	136726142
Nr5a2	chr1	136842571	136960448
Gm4258	chr1	137898595	138000384
Gm26930	chr1	137932041	137933284
Ptprc	chr1	138062861	138175708
Gm28556	chr1	138190194	138192127
Atp6v1g3	chr1	138273738	138289462
Nek7	chr1	138482875	138620141
Lhx9	chr1	138825186	138848577
2310009B15Rik	chr1	138851983	138856852
Dennd1b	chr1	138963435	139178960
4930596I21Rik	chr1	138977656	138979246
Crb1	chr1	139197056	139377100
Zbtb41	chr1	139422288	139453005
Aspm	chr1	139454772	139494091
F13b	chr1	139501702	139523752
Cfhr1	chr1	139547053	139560272
Gm4788	chr1	139697623	139781243
Cfhr2	chr1	139804167	139858718
Cfh	chr1	140084708	140183764
Kcnt2	chr1	140246158	140612067
Cdc73	chr1	143598800	143702893
